Series Name,Series Code,Country Name,Country Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Serbia,SRB,..,..,..,..,..,..,..,..,129173103.860852,180041105.147301,152960965.767622,154765331.093143,204117025.936971,217796081.424845,255152499.957718,267159310.068466,244953320.102992,238677762.754649,273499587.519372,297119802.732851,331770720.982694
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Seychelles,SYC,275709.316653928,10104413.4469371,5607923.91233524,4894348.90310887,7314537.75417776,7925965.94799098,9957671.78251653,17328411.4817604,52204794.2515306,50521578.4852202,62099674.0181596,41220615.9931378,50219370.7433015,56958458.0677787,61159390.3758634,57661967.4741376,74213584.2765219,62945642.8205388,67963501.0378496,74888233.4198638,73362997.51799
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sierra Leone,SLE,36747.6907983893,..,339399.635392519,2616587.13068813,3403188.21095072,2604416.70506386,2366622.69268537,3883889.07649936,3787475.67382996,3215136.56647711,3491081.88427634,10570719.202145,20610760.5940469,20085152.9694684,8997559.77869679,6840003.96801435,6763601.76017169,5474298.47945103,4073973.56355576,7005877.64553058,8294458.3626165
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,105368715.083799,107849162.011173,107983240.223464,114089385.47486,107089385.47486,116374301.675978,104312849.162011,94097363.301676,99776723.027933
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Slovak Republic,SVK,7010208.72833359,6709550.4181655,10107141.6476943,11334953.1187335,15577226.624451,29130838.7356061,49933611.8496732,58975399.6636055,81855714.4677211,152694632.164503,138194945.368203,69924079.8701292,69738479.9262713,154175472.301488,175296635.371064,225507660.901963,239986534.061501,242256062.083076,271335496.022278,364298637.81272,511269955.022234
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Slovenia,SVN,24900000,27100000,26600000,45200000,65200000,78700000,90500000,139836254.033068,247820855.092675,380087609.256278,246615391.299707,212118372.706493,219450580.593999,198961281.827074,211200410.007268,227660174.245279,200987733.117407,214512911.836612,251937300.909598,339017843.381777,364694718.998778
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Solomon Islands,SLB,5725338.75782196,6465012.21523775,2255440.11694263,1387110.84879854,1577012.88425061,1810704.70427531,2111119.92826019,11160985.1361472,12106463.8426753,13943460.8934904,39104831.410831,61708124.1205723,66854110.3083468,46602802.6528149,44826768.5460551,45891322.7949074,55643035.7621919,69187218.7297608,54704347.2035118,62632139.7324735,83345358.4532868
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,South Africa,ZAF,641272393.336099,614277481.871135,520760001.242934,505532298.703999,705751528.172236,934598613.506281,1041844333.33376,1055126655.0932,1172716921.71143,1118933008.99575,1143855053.34513,1352799185.48405,1422697864.68309,1319944369.44932,1181980418.6965,1093585875.83944,980097838.522207,896798664.324972,1033489764.49071,1097843691.03595,1052038112.59502
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2401528.7938983,145950000,63790000,123080000,103490000,16020000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Spain,ESP,549865012.576593,621628224.465715,573849904.534938,533009750.921658,539217663.908889,704875626.479077,732686895.931947,794233195.916735,897282075.7731,748880878.826067,557286247.56766,470665747.330446,496948975.757572,407460971.777293,353454937.676884,402801005.256774,368030578.550162,304127565.35778,362587684.760722,439830631.868132,448985346.915579
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sri Lanka,LKA,13507477.2648,14033983.3221,188270000,203680000,223690000,229550000,249350000,274200000,304550000,372900000,420300000,526140000,580970000,680120989.532162,854400005.909659,887060001.069286,896280000.215906,895080001.022999,944429997.978739,962280000,1090540000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,St. Kitts and Nevis,KNA,2333333.33333334,7292592.5925926,8033333.33333334,7761377.77777777,7321751.85185185,7671122.22222222,7506981.48148148,5364776.66666667,5643773.33333333,6165896.66666666,5735364.81481481,5634597.03703704,6439676.66666667,6480530,6741897.03703704,16007746.3881481,20640021.6807407,24507970.4451851,27522306.7851852,24186570.0325609,25297852.0704252
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,St. Lucia,LCA,2592592.59259259,2592592.59259259,2777777.77777778,2777777.77777778,2777777.77777778,2777777.77777778,2992500,3118148.14814815,3242911.11111111,3343440.74074074,3235447.77777778,3331270.37037037,3359586.2962963,3289034.81481481,3328503.33333333,17431302.8352504,18735427.6396948,21837280.0148148,20922398.0814815,15898611.9074074,17119542.4555556
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,St. Vincent and the Grenadines,VCT,3633333.33333333,4459259.25925926,4545555.55555556,3801851.85185185,3653200,3939251.85185185,4716666.66666667,5090422.22222222,5605837.77777777,5265628.14814815,5286984.81481481,5615745.18518518,5741076.66666667,6164354.07407407,6444994.81481481,11544080.6020741,10052444.7155805,12403062.647657,12273181.1450927,10815235.0144796,10428523.9592593
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sudan,SDN,2700000,4400000,1900000,3590000,650000,2140000,1738017.97112797,2442585,2041564,2102552.75720931,78778.5188094297,788632.443267954,1706234.90104131,8021746.35903897,64367674.3370257,35611551.234338,89390261.9426543,112042591.036966,124699657.933114,208724835.982474,138816458.193823
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Suriname,SUR,2200000.048,1799999.952,2000000,22100000.38,28299999.24,13899999.62,9500000,4100000,6400000,8200000,4600000,1200000,2593598.58872948,12352687.24,18795263.3971166,22732215.0671308,32221024.1899684,40347661.6066499,79784983.7340216,82474416.7299634,71686379.4965379
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Eswatini,SWZ,6775367.42395464,20743452.5878042,26487653.6356489,21147363.3746375,38856179.3027066,4102672.06991664,7976785.80835451,16586307.9829468,7861622.49933112,6339630.08706943,10725156.3256689,11692037.2656644,27857280.6942317,49547870.5459065,27141111.141873,17501863.1815141,19330858.6353668,18849753.453243,19467166.5880362,24233542.4803235,26891451.2673029
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sweden,SWE,484308456.154132,538812671.448013,578107476.292755,507652303.048786,567717314.725032,660148512.929358,728975390.251142,930169752.526702,1055652089.84896,1205758488.97882,1071467575.33418,1160032062.19267,1389946209.94135,1386645912.71772,1623582595.10772,1590873485.98532,2275887117.0832,2674566146.79319,3337510465.2697,3439935426.15566,3144696518.15744
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Switzerland,CHE,7578140728.1736,5873235216.43738,6555649200.15664,7528320436.56572,9139365050.21621,10332372823.4994,10858557517.2268,11663457222.8782,13402757251.1244,15837911699.9293,16395814781.2339,18511536217.6505,23679612734.2405,23737303790.4924,25338864867.3012,26816169395.498,26031033076.5939,26050156142.6423,26961758609.9235,27741467905.5301,28436482089.5179
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Syrian Arab Republic,SYR,28000000,29000000,30000000,35000000,40000000,42000000,40000000,235000000,249578160,209974280,211257375,530185085.525062,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tajikistan,TJK,..,..,..,13370900,64440600,118972100,68289513.9236,101469459.414,157517777.04,170624379.305,106075258.662,183618062.18,201178009.88,263465923.1098,240393237.045,303612594.02,165138264.25,87127370,215552296.85,252025144.01,190464767.39
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tanzania,TZA,15400019.127,20300037.6204,29674900,26991637.5,27101500,33886400.993188,33223895.3750212,29654900.3060239,39371684.098,47747833.4299866,46611927.7555386,123023671.666771,133400000,162402671.058264,129703911.32575,98283104.93025,103818117.805111,108374755.875715,114385281.804762,99054685.0191791,87214900.1096873
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Thailand,THA,..,..,..,..,..,..,..,..,..,..,3265400000,3026910000,2921350000,2893154437,3288960339.22959,3620432108.44106,3992380815.21228,4155202827.76699,4396768857.84787,4923627285.38676,8912892000.24464
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Timor-Leste,TLS,..,..,..,..,..,..,..,524060.412118421,3323008.37081739,15584032.863022,85570678.0589496,103374566.069872,104752310.554,107023350.42,7770793.38,27615779.9,158813100,237380400,265601245.9,285678509.31,293383664.29
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Togo,TGO,6054905.40168344,6727752.27493249,5295765.45100828,17030417.3564083,28325862.1980847,34292108.5007782,35415275.172048,38667705.0997514,47217734.830598,57860981.1718794,72291038.5572626,62850365.039172,92356768.0088219,153251451.616267,177984148.632779,153994596.939353,89431613.8935363,77823097.616674,86322608.0099445,98184891.0465106,102310758.206462
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tonga,TON,..,..,5629488.89389403,15253015.8470838,12714937.1193393,9662539.51839047,11020859.5153431,14110858.2260994,9222498.17226679,13334186.5099561,8834718.68784687,8115332.62583602,6163833.09890768,4555313.27013425,6827657.79969135,5694681.88389972,14221511.3670718,25551135.8577495,27134480.6764692,20924979.1586959,28880062.9202786
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,200801102.097946,223359863.777552,215938588.68501,253005294.702057,289580106.26014,372027289.650098,378969976.474791,358572056.458286,251772738.316974
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tunisia,TUN,7587093.51092752,21157330.2853808,20921483.6181655,12941948.7948983,17152281.4733371,12926881.4902044,15646275.9807826,16453485.0960726,15218225.4508562,15744942.7487369,12886263.9092037,13343579.7121699,19037020.374821,18439178.9870189,19573346.1907376,28450675.1881249,26457656.27987,27420431.0920067,29263151.3686103,26975291.5396821,26274238.0698147
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Turkiye,TUR,..,..,..,..,..,..,108000000,124000000,124000000,126000000,157000000,190000000,268000000,404000000,689000000,815000000,850000000,1108000000,631000000,627000000,678000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81802000,85674000,95019100,108948400,129125500,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tuvalu,TUV,..,..,371358.341403999,434649.733437468,302221.751426932,498620.153299957,704863.532921635,1223669.05123356,1358076.60204716,1368083.91362031,1383529.5246065,1911742.93818932,2390233.42330317,2662843.81113496,1304445.22694797,1235771.37668093,1060314.27569072,1060232.72567148,1101889.61184529,1190195.61982389,1234651.66505075
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Uganda,UGA,229300000,353000000,354682787.235142,357648054.733389,181806184.128315,194093350.611089,197011480.809639,206068761.958395,235713817.426315,381043892.119069,482615626.422484,331099938.256816,395371393.19833,325374046.280457,367618755.016584,301772021.253703,278222282.503545,349353415.866986,344724544.18267,399985495.005538,373066640.870716
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ukraine,UKR,3000000,5000000,..,4000000,4000000,6000000,186000000,255000000,353000000,714000000,613000000,703000000,849000000,1003000000,1716000000,1702000000,627000000,559000000,584000000,565000000,575000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,United Kingdom,GBR,5111709044.23517,5366131133.38073,5462692455.38331,5996404558.71086,6990702303.16724,8930419145.36721,9643117679.23323,10645651381.1205,11596568483.3642,11211837187.9426,9274761989.82672,9565109384.90186,9931101010.46054,10077435197.2653,10528125661.6366,11572710615.6444,10707262597.4947,10190899107.2853,9803750898.25304,10410041123.536,10360300796.8854
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,United States,USA,33346000000,34397000000,38219000000,40109000000,40943000000,44357000000,47751000000,50974000000,53039000000,55679000000,50555000000,50527000000,50854000000,52371000000,55003000000,57239000000,60719000000,62870000000,64114000000,66836000000,71583000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Uruguay,URY,..,..,..,..,1421609,1770000,2176000,2843000,3536000,4678000,5629000,6651000,7211000,10013756.307948,100492128.282548,93965893.1760285,87384745.1695874,85258958.7457025,101050222.55834,109274299.841542,116799722.850059
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Uzbekistan,UZB,..,..,..,..,..,..,148296600,189561600,327699000,473929050,385683587.25,260825190,341066130,402304500,676778600,607071500,335516240,159289200,174311760,244064391.29,274721976.95949
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Vanuatu,VUT,14604007.6937463,17194271.8833603,16109883.7861794,2148163.9312906,2719771.82586229,2979821.69576734,3001021.45533949,3138417.38298658,2625059.27753149,2549130.44198924,2694966.43273915,3076580.16847309,3534769.46019646,2382241.23181849,2444150.9776013,3714947.69399033,3331006.95081481,4552015.08131006,4852129.67479857,10171324.3748898,15028417.7143339
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Venezuela, RB",VEN,195000000,331000000,406000000,383000000,209000000,214000000,211000000,257000000,662000000,841000000,582000000,805000000,782000000,899000000,1117000000,193000000,105000000,54000000,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46000000,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,West Bank and Gaza,PSE,5687228.34133135,5643152.47839398,4900868.59888475,5095332.92978764,17883733.2420965,10760551.2170876,6475643.40044663,6788488.22711545,7929238.58567047,8299895.33213779,7912044.44233435,18127451.4525481,47915108.2381685,48109830.5112365,52642110.8576412,36128914.1204803,30398350.3254696,30393003.5770981,27462197.6891231,22347334.9479114,29079903.9665402
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Yemen, Rep.",YEM,27000000,60504001.62,63604000.09,64304000.85,59994068.15,108315467.8,109495910,120440000,318720000,336840000,336840000,338320000,333420000,337707048,333295533,335395533,333389518,332700000,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Zambia,ZMB,21800000,24100000,28400000,37500000,71500000,76100000,93662000,115457000,123930000,138885000,65617000,68063986,70413825.16,96922000,77324470.741963,81199881.1354425,72104698.870737,63405836.4378634,121370620.673676,132001364.063928,103806723.85359
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,8559307.80130909,9021510.42257978,9445521.41244103,9889460.91882576,10354265.5820106,10840916.0643651,11350439.1193902,13844871.1232992,18574999.616,29278892.4471958,13480565.662
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Afghanistan,AFG,6040000,170000,680000,50000000,57799999.9,186900000,271000000,238000000,188690000,46033740,56107246.5,190774431.98,52173421,56823660,48311346,42975262.5,169146608,93591315.3,51533896.765,119435105.715177,23404553.647249
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Albania,ALB,41200000,143000000,207300000,135000000,178036400.666667,341285112.537562,262479012.637464,325138316.803697,652275603.722803,1247181714.30558,1345415233.65619,1089898207.57431,1048706682.05458,917994575.801857,1254150555.51294,1149927985.77736,989578334.828615,1044389554.85795,1022757857.07377,1204383363.60476,1201022154.46643
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Algeria,DZA,291600000,280100000,1113105540.9,1064960000,637853027,884749028,1155999999.99995,1841000000.00008,1686736539.70385,2638607033.75183,2746930734.16534,2300369124.15828,2571237024.68517,1500402452.8635,1691886707.50796,1502206170.55838,-537792920.921856,1638263953.77737,1230243450.87889,1466116068.03412,1381200049.59264
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Angola,AGO,2471460000,878620000,2145470000,1743504000,3576971780,2197227820,-1303836930,-37714860,-893342152,1678971010,2205298180,-3227211182.45,-3023770965.83688,-1464627990.88284,-7120017424.4614,3657514667.49327,10028215162.6394,-179517618.92,-7397295409.18991,-6456076413.12033,-4098478747.63755
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Antigua and Barbuda,ATG,51792533.3333333,43115925.9259259,98452222.2222222,65865064.8148148,166321143.703704,80366585.1851852,220963374.074074,358820163.703704,338204733.333333,158783774.444445,80646652.5925926,96679207.7777778,65160596.2962963,129367138.888889,134288999.62963,46263101.049287,114024660.121814,97431976.4735789,151271628.230867,204608526.825977,128250994.604727
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Argentina,ARG,23987696389.6428,10418314339.1428,2166136829.76399,2148910000,1652010000,4124710000,5265250000,5537347786.19331,6473157762.12915,9725553129.52469,4017158924.88408,11332718626.4345,10839930944.6815,15323933916.8241,9821661858.15874,5065335541.96486,11758994011.286,3260164341.77393,11516861462.2845,11716769818.7543,6649187837.98606
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Armenia,ARM,122034000,104188500,69868500,110725325.614409,122852992.703235,247140608.495888,292073220.164722,466531991.901724,667671562.134495,943733059.483284,760040745.87233,529321391.641959,653219756.47225,496636701.129687,346092394.393256,406578406.693112,184127986.314895,333823945.510433,252747990.684352,266855048.832037,100287214.397978
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Aruba,ABW,467541899.441341,-127932960.893855,-266927374.301676,332513966.480447,159776536.312849,-105698324.022346,-207798005.868163,220316139.723839,-471005586.592179,18882681.5642458,-10614525.1396648,186759776.536313,488156424.581006,-314692737.430168,226371388.826816,250618094.972067,-28775856.424581,27551267.6251579,162463551.517038,135921173.407329,-75226540.6843182
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Australia,AUS,2210917991.82997,14892978180.1828,10717133150.6924,14656321800.5386,8985246029.5004,42907672820.3756,-25093141435.1896,30551100656.5983,44440090037.7723,45160024270.9395,28683266147.8801,35210733743.0829,65554890649.5348,57550426822.6138,54465480054.6771,63202728079.4529,46892808567.8516,42969505135.1666,48198614234.959,60685908478.4727,38959497519.9391
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Austria,AUT,2974499987.6415,8501013451.2622,5689434546.447,138346430.7562,6195021861.4636,3183649649.5378,81096089418.116,10500457158.3387,68865787583.4395,6301143681.98324,14300064389.0077,-22007325156.2772,22983942931.9265,5218620112.78237,451107665.231021,1712175273.93107,-7975773543.92081,-28939340169.025,13518864836.2849,-28605757320.128,-12394032432.5489
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Azerbaijan,AZE,510317000,129937000,819579000,2024577000,4007330000,4719107000,4476396000,4485966000,4594234000,3986807000,2900030000,3352997000,4485120000,5293250000,2619437000,4430466000,4047630000,4499666000,2867487000,1402998000,1503918000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Bahamas, The",BHS,149300000,250250000,102370000,152790000,190200000,273600000,563414700,706380000,713350000,860156197.03,663960000,871970000,666621000,526171000,382252000,251277428.82,76075924.75,390400036.41,304587573.117333,491404689.229667,482229306.391
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bahrain,BHR,453737837.974613,363562321.906708,80358858.3697633,216986881.649309,516700276.442676,865308118.622994,1048601306.14142,2914659868.30075,1756312514.78198,1793998354.54447,257149561.420298,155771009.169721,780851063.829787,1544680851.06383,3727712765.95745,1518617021.2766,64893617.0212766,243351063.829787,518882978.723404,111170212.765957,1548138297.8723
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bangladesh,BGD,179603006.318605,280384629.677983,78527040.0772574,52304931.038967,268285231.831689,448905400.707685,813321971.875196,456523167.703824,651029738.054822,1328422986.51751,901286583.13086,1232258246.59254,1264725163.33408,1584403459.98466,2602962095.36816,2539190939.6837,2831152765.15515,2332724780.71108,1810395803.56746,2421626238.43717,1908045387.02685
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Barbados,BRB,47539505.12,73696943.905,91504910.94,228343253.8,184701288.595,228334500,390061395.8643,342267498.215,476404576.96,615122884.63,356008255.11,425337312.585,459552936.365,528045664.5074,104089451.159478,753687476.11428,688525943.309105,557500316.04356,91481933.165,241596499.9,215370128.6
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belarus,BLR,444000000,118800000,95800000,247100000,171800000,163800000,306600000,357100000,1807300000,2187900000,1876500000,1393400000,4002400000,1463600000,2246100000,1862000000,1652300000,1246900000,1276300000,1426500000,1273300000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belgium,BEL,119692913000,88738714000,88203254000,18118954671.3727,34559267489.7082,44498165771.1404,33662010793.5663,58821552824.3718,96551634531.2489,190391844688.587,77354509260.1055,125491894873.016,163624381384.584,11810272330.6797,-29640924980.1455,-15205871357.966,-19514245854.7287,57538351507.0684,-37288840312.4531,-41601387266.7493,-21379939833.4956
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belize,BLZ,58671500,29564651.9166666,61174888.8668778,25461176.8782397,-10924755.7533455,111496166.355423,126908465.922063,108828544.570357,140373737.268583,169668449.489583,108840086.423874,96449877.0838033,95348525.1917313,194201408.788436,92247730.9426541,141097030.34391,59119223.8981488,32733410.9928006,31831615.5013862,122041646.954707,93910241.7033733
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Benin,BEN,9314781.87697578,-12794843.6146594,16739539.3415644,-19395622.6954978,10638088.2576387,-40774605.0603662,-8788860.12677477,-12363482.3642044,139189943.015456,48210757.8531253,-18807407.3780513,53507087.7359353,161302390.821903,281548556.296849,360343380.324677,405737369.105159,149755663.330268,131790853.84079,200902719.348051,194073683.196865,218207871.715643
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bermuda,BMU,60500000,66900000,41799999.9,5400000,12900000,831600000,43700000,-88170000,617153591.794277,171529641.632488,-70747817.1664244,222710475.853259,-257865988.558357,47614095.0743783,54904045.8298395,-3425440.52413015,-143094386.12,-73213793.633562,-288109270.997092,95416371.5,4389826.5
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bhutan,BTN,1050274.76,..,..,2425411.8983,3370306.5262,8859907.5392,6210884.3515,6122702.14271106,73855769.764882,3144001.01949936,18299707.2343963,75274009.0283126,31141614.8601365,24380673.5733894,20433631.0650379,23534931.751976,6450953.8497443,11884162.3485119,-16553759.9525493,2649454.31118453,13011377.2857268
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bolivia,BOL,1010500000,736350000,705756000,676543000,197400000,65430000,-238620000,280763457,366294241.538303,512335605.237139,423040000,621997989.548348,858941070.400943,1059965390.78481,1749612614.39791,656566350.80003,554643532.297183,335365530.426077,712474137.775022,302368781.37636,-216636843.1305
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bosnia and Herzegovina,BIH,176780594.760508,146075610.876644,118495219.813023,267769568.956599,381784637.391406,889597294.548592,623812851.5592,845962876.359591,1841972230.25245,1004852659.85344,138511019.727863,443840207.092831,471610992.220788,391976946.375189,313295008.331529,544866345.45742,383089615.729344,313198153.358835,509429047.915133,601783317.146819,447875544.610653
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Botswana,BWA,36675065.7829259,57171341.354862,30680571.2084683,407997392.45524,418040676.139807,390889251.855271,420854175.013436,486913109.102448,494634226.153715,520917902.314755,208699298.206302,218379837.568309,293208060.474684,146084155.211847,67136806.1634995,515184471.01724,378554181.530079,142522598.297582,260575129.351448,285955061.932015,93607130.0326021
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Brazil,BRA,28385675614.9902,32994718699.75,23225846372.251,16586600193.114,10123013670.9901,18161380459.7533,15459981604.1196,19418085598.0794,44579492463.6336,50716402711.4787,31480931700,82389932468.07,102427228231.42,92568388321.34,75211029129.4,87713983217.24,64738153494.44,74294627801.19,68885491315.23,78162724370.35,69174411753.43
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,British Virgin Islands,VGB,7915398865.6,8073327000,3791260000,5451881999.9,9660120999.9,28309655999.9,-7142639000,12029088000,37163178999.9,52554447999.9,42212877999.9,42386824908.6,50788161136.7,61121510449.6,104804764398.1,40462007210.4,66712741570.6,49022945936.8,39609971334.7,34389709123.2,39103361610.6
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Brunei Darussalam,BRN,747868668.6,549607250.7,60694643.6567848,229671955.675395,123820911.146426,113205866.961457,175068516.562807,87839128.3133848,257635717.488309,222184549.489168,325586827.786629,480722546.956,691170274.4234,864905527.5015,775641999.0889,573906207.836339,171289167.823995,-150550827.310313,467927550.316567,516202620.629746,373256767.246304
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bulgaria,BGR,818788154.863275,1001503841.99968,812942201.973002,904659791.087722,2096788700.05598,3072550961.81564,4098122930.77934,7874476255.43262,13875270456.9117,10296720633.7243,3896664559.17164,1842900000,2103810000,1788110000,1989040000,1093600000,2221390000,1488430000,2007290000,1809860000,2221250000
